;Estação Centro Av Contorno - Belo Horizonte - Regap;;;;;;;;;;;
Data e Hora;PM10;NO2;O3;SO2;PM 2,5;CO;Tº;DV;PP;VV;RS;UR
;µg/m3;µg/m3;µg/m3;µg/m3;µg/m3;PPM;ºc;º;mm;m/s;W/m2;%
19/09/2019 02:30;56,05;1,71;5,43;0,26;29;0,37;25,11;107,35;0;1,25;0,68;40,07
19/09/2019 03:30;61,97;0,74;6,32;0,27;23;0,26;24,94;102,55;0;1,6;0,91;40,17
19/09/2019 04:30;51,24;0,9;5,74;0,28;21;0,26;24,73;110,48;0;1,44;0,94;40,96
19/09/2019 05:30;42,33;6,57;9,75;0,73;26;0,37;23,99;107,3;0;1,49;2,61;43,88
19/09/2019 06:30;44,16;17,64;16,42;1,7;28;0,46;24,45;108,43;0;1,76;79,29;43,71
19/09/2019 07:30;51,12;20,87;34,41;2,81;18;0,64;26,97;106,48;0;2,04;251,55;38,95
19/09/2019 08:30;44,64;14,02;35,36;2,29;17;0,4;29,22;109,07;0;2,2;529,45;33,86
19/09/2019 09:30;49,57;7,84;33,54;1,91;21;0,4;30,91;116,04;0;2,25;607,4;29,77
19/09/2019 10:30;60,45;14,18;47,45;2,07;36;0,47;32,61;94,35;0;1,45;616,64;26,96
19/09/2019 11:30;170,56;8,04;78,86;2,37;34;0,42;34,83;41,34;0;1,61;849,89;21,19
19/09/2019 12:30;352,84;10,21;94,3;2,01;34;0,47;35,82;99,36;0;1,44;775,62;19,13
19/09/2019 13:30;313,04;8,87;99,45;2,06;38;0,48;36,64;54,39;0;1,51;709,29;17,47
19/09/2019 14:30;324,42;11,53;81,86;2,31;45;0,42;36,33;110,03;0;1,68;549,1;17,48
19/09/2019 15:30;356,23;11,66;81,41;2,1;49;0,43;35,86;121,6;0;1,69;343,23;18,54
19/09/2019 16:30;222,27;18,44;67,15;2,77;61;0,59;34,64;124,92;0;2,58;137,09;21,42
19/09/2019 17:30;;29,82;50,33;3,17;;0,66;33,22;113,81;0;1,91;19,3;22,43
19/09/2019 18:30;;49,57;12,06;3,85;76;1,02;31,68;116,94;0;1,25;0,01;24,46
19/09/2019 19:30;;40,49;15,76;3,7;108;1,21;30,61;116,61;0;1,44;0,18;27,14
19/09/2019 20:30;;12,35;28,45;1,34;42;0,51;29,62;112,67;0;2,19;0,38;34,96
19/09/2019 21:30;;6,64;20,81;0,88;33;0,39;28,58;113,4;0;1,94;0,58;38,63
19/09/2019 22:30;;4,94;13,56;0,49;33;0,38;27,95;112,15;0;1,86;0,65;39,85
19/09/2019 23:30;;3,61;12,08;0,47;29;0,34;27,35;113,24;0;1,7;0,66;40,41
20/09/2019 00:30;;1,53;5,08;0,31;26;0,31;26,85;120,42;0;1,64;0,61;40,28
20/09/2019 01:30;;1,17;5,66;0,29;31;0,33;26,5;115,94;0;2;0,81;40,2
20/09/2019 02:30;;0,8;5,77;0,28;30;0,29;25,94;113,04;0;2,12;0,92;41,38
20/09/2019 03:30;;0,98;5,18;0,26;22;0,24;25,24;113,57;0;1,85;0,81;43,59
20/09/2019 04:30;;0,64;5,11;0,24;16;0,2;24,63;111,43;0;1,96;1,05;46,37
20/09/2019 05:30;;3,57;10,69;0,47;18;0,31;24,08;113,75;0;1,88;2,84;49,01
20/09/2019 06:30;;9,21;23,33;1,1;30;0,36;24,11;110,57;0;2,52;68;50,27
20/09/2019 07:30;;19,37;38,38;2,37;52;0,56;25,67;118,6;0;2,85;245,37;47,53
20/09/2019 08:30;;11,64;34,62;1,9;29;0,48;27,31;115,22;0;2,87;504,66;44,32
20/09/2019 09:30;;8,93;31,44;1,76;30;0,42;29,24;113,58;0;2,61;718,26;40,35
20/09/2019 10:30;;7,07;45,84;1,44;42;0,41;31,03;121,61;0;2,22;835,2;37
20/09/2019 11:30;;8,45;67;1,34;38;0,43;33,71;87,55;0;1,53;887,01;31,82
20/09/2019 12:30;;8,4;77,45;1,36;26;0,44;34,98;356,65;0;1,49;867,56;26,16
20/09/2019 13:30;;12;97,55;0,74;31;0,48;35,81;48,31;0;1,38;740,21;25,59
20/09/2019 14:30;;15,76;93,94;1,28;36;0,45;35,81;114,41;0;1,24;549,36;23,99
20/09/2019 15:30;;11,02;97,12;1,4;44;0,52;35,8;17,17;0;1,02;326,37;22,51
20/09/2019 16:30;;18,68;92,78;1,55;42;0,85;35,46;7,75;0;1,04;144,93;20,52
20/09/2019 17:30;;22,31;84,03;0,71;67;0,79;33,4;113,92;0;1,8;20,14;31,59
20/09/2019 18:30;;30,71;24,72;0,67;78;0,85;31,39;110,89;0;2,12;0,26;38,11
20/09/2019 19:30;;16,3;33,15;0,67;34;0,47;30,18;110,19;0;2,26;0,48;41,79
20/09/2019 20:30;;8,54;30,39;0,39;33;0,4;29,1;112,06;0;2,2;0,76;46,41
20/09/2019 21:30;;6,4;21,46;0,38;38;0,46;28,17;111,46;0;2,63;1,1;49,1
20/09/2019 22:30;;3,06;15,44;0,13;36;0,44;27,08;113,93;0;2,89;1,31;52,26
20/09/2019 23:30;;2,98;12,65;0,15;40;0,45;26,35;112,86;0;2,25;1,28;53,47
21/09/2019 00:30;;1,31;5,33;;39;0,36;25,95;112,74;0;1,79;0,96;52,86
21/09/2019 01:30;;1,2;5,76;0,12;46;0,42;25,65;109,87;0;1,82;1,24;51,14
21/09/2019 02:30;;1,21;5,77;0,18;28;;25,47;110,21;0;1,97;1,16;49,74
21/09/2019 03:30;;0,64;6,52;0,19;29;;25,5;113,6;0;2,3;1,48;49,82
21/09/2019 04:30;;0,81;6,37;0,17;29;;25,33;116,69;0;1,99;1,39;51,75
21/09/2019 05:30;;1,69;16,93;0,42;27;;24,82;118,79;0;2,27;3,71;52,37
21/09/2019 06:30;;5,43;37,98;0,82;26;;24,87;115,85;0;2,04;71,74;52,02
21/09/2019 07:30;;8,36;50,45;1,47;25;;26,43;118,86;0;2,51;241,78;47,29
21/09/2019 08:30;;5,61;38,92;1,86;26;0,35;28,03;114,86;0;2,69;482,81;43,11
21/09/2019 09:30;;6,33;31,39;1,61;;0,38;29,56;114,32;0;2,86;672,54;39,96
21/09/2019 10:30;54,96;5,84;38,46;1,22;24;0,4;31,65;110,58;0;2,42;785,8;34,92
21/09/2019 11:30;69,36;3,1;56,2;0,86;25;0,4;33,85;97,7;0;1,9;831,15;30,93
21/09/2019 12:30;63,19;4,28;81,16;0,69;38;0,47;34,89;99,04;0;1,73;803,09;27,84
21/09/2019 13:30;74,93;5,56;88,02;1,1;33;0,5;36,07;34,85;0;1,43;712,12;25,01
21/09/2019 14:30;96,86;5,14;83,23;1;35;0,44;36,4;357,45;0;1,26;587,72;24,03
21/09/2019 15:30;85,27;7,35;83,27;0,56;37;0,45;35,48;91,8;0;1,85;352,99;27,07
21/09/2019 16:30;97,26;9,63;89,43;0,36;29;0,45;33,96;116,25;0;2,52;114,59;30,7
21/09/2019 17:30;97,04;9,25;90,16;0,35;22;0,46;32,54;123,21;0;2,64;26,6;35,87
21/09/2019 18:30;89,99;8,47;43,2;;30;0,54;31,07;129,65;0;2,59;2;38,79
21/09/2019 19:30;107,13;9,63;46,61;0,1;36;0,55;30,12;123,43;0;2,65;1,48;41,54
21/09/2019 20:30;107,15;6,17;34,48;;31;0,52;28,99;107,17;0;2,56;1,41;46,33
21/09/2019 21:30;93,17;6,67;27,75;;34;0,46;28,35;116,33;0;2,6;1,6;46,29
21/09/2019 22:30;89,6;2,92;22,86;;47;0,51;27,86;120,39;0;2,61;1,54;45,76
21/09/2019 23:30;98,87;2,68;16,99;0,1;47;0,56;27,32;132,12;0;3,05;1,99;47,93
22/09/2019 00:30;98,09;0,76;6,84;0,1;32;0,37;26,78;130,12;0;3;2,04;48,59
22/09/2019 01:30;93,06;0,91;6,05;0,12;19;0,33;26,22;122,46;0;2,21;1,68;50,28
22/09/2019 02:30;79,22;0,6;6,05;0,15;28;0,37;25,84;126,38;0;2,37;1,72;49,63
22/09/2019 03:30;67,78;0,27;6,46;0,17;15;0,24;25,41;125,86;0;2,47;1,73;50,12
22/09/2019 04:30;40,42;0,33;6,09;0,17;19;0,29;24,73;128,65;0;2,76;2,17;53,57
22/09/2019 05:30;42,46;1,69;14,78;0,43;27;0,41;24;124,31;0;2,71;4,81;57,21
22/09/2019 06:30;62,85;2,51;35,78;0,95;21;0,31;23,63;120,45;0;2,87;73,21;58,49
22/09/2019 07:30;66,25;4,42;47,86;1,47;17;0,35;24,56;127,75;0;3,27;246,1;56,16
22/09/2019 08:30;75,14;4,3;35,09;1;23;0,25;25,56;116,48;0;3,74;475,89;54,8
22/09/2019 09:30;79,54;3,03;26,61;0,68;27;0,27;26,26;116,78;0;3,58;680,75;54,08
22/09/2019 10:30;73,73;2,5;30,89;0,48;19;0,27;28,09;110,02;0;2,49;840,45;49,02
22/09/2019 11:30;60,03;2,68;46,76;0,21;16;0,31;29,94;100,51;0;2,34;895,38;44,46
22/09/2019 12:30;73,69;3,69;59,02;;27;0,37;31,3;101,9;0;2,25;864,58;41
22/09/2019 13:30;69,79;2,71;68,24;;31;0,41;31,91;112,08;0;2,74;787,55;39,32
22/09/2019 14:30;83,37;3,16;63,51;;27;0,44;31,93;113,97;0;2,55;588,13;39,51
22/09/2019 15:30;83,89;3,15;53,29;;27;0,34;30,84;118,1;0;3,33;327,14;42,86
22/09/2019 16:30;78,79;4,92;49,07;;29;0,37;28,98;114,87;0;3,57;173,08;48,68
22/09/2019 17:30;81,12;5,94;58,33;;26;0,37;27,42;114,3;0;3,4;26,64;52,99
22/09/2019 18:30;77,15;6,29;29,95;;33;0,4;26,39;119,48;0;2,72;1,42;55,67
22/09/2019 19:30;87,62;5,09;37,93;;31;0,41;25,41;139,65;0;2,75;1,52;60,16
22/09/2019 20:30;97,76;5,12;26,7;;18;0,35;24,51;144,82;0;2,81;1,96;64,61
22/09/2019 21:30;80,92;4,22;20,85;;17;0,36;24,07;149;0;2,28;1,94;66,25
22/09/2019 22:30;49,89;1,71;18,62;;18;0,35;23,79;152,81;0;2,63;2,31;67,07
22/09/2019 23:30;43,25;0,96;16,05;;11;0,31;23,68;130,67;0;2,69;2,87;67,4
23/09/2019 00:30;38,7;0,22;6,35;;9;0,34;23,4;133,91;0;2,4;2,95;69,12
23/09/2019 01:30;26,89;0,47;5,25;;5;0,32;22,71;145,1;0;2,88;4,01;70,06
23/09/2019 02:30;21,55;0,29;5,09;;;0,27;21,91;153,68;0;2,88;4,34;71,35
23/09/2019 03:30;11,26;0,27;5,01;;2;0,28;21,82;145,74;0;2,63;4,48;68,92
23/09/2019 04:30;20,05;0,21;4,92;;3;0,25;21,42;145,47;0;3,51;4,2;68,76
23/09/2019 05:30;14,16;1,54;11,37;;2;0,28;20,83;149,93;0;3,78;5,88;70,02
23/09/2019 06:30;29,47;5,3;24,17;;4;;20,43;143,76;0;3,69;57,41;68,25
23/09/2019 07:30;17,36;6,96;36,57;;4;0,36;21,95;129,34;0;3,18;257,48;61,13
23/09/2019 08:30;24,64;6,64;25,74;;;0,36;23,44;134,94;0;3,63;585,15;54,78
23/09/2019 09:30;47,12;6,23;20,59;;5;0,32;24,62;137,16;0;3,45;679,77;50,37
23/09/2019 10:30;46,01;6,56;23,35;;7;0,31;24,76;153,58;0;2,95;508,74;50
23/09/2019 11:30;49,42;6,69;31,07;;8;0,32;25,42;148,7;0;2,79;456,78;48,02
23/09/2019 12:30;30,5;7,86;31,85;;8;0,38;25,25;150,64;0;2,55;399,34;48,5
23/09/2019 13:30;38,07;10,12;28,59;;6;0,36;24,17;151,17;0;3,11;323,98;52,01
23/09/2019 14:30;33,31;10,91;22,06;;5;;22,9;154,18;0;2,73;175,22;56,07
23/09/2019 15:30;29,37;12,1;21,6;;4;0,35;22,28;152,08;0;2,85;112,76;57,77
23/09/2019 16:30;30,62;15,58;22;;6;0,35;21,66;145,91;0;2,83;63,38;59,69
23/09/2019 17:30;30,04;13,29;30,98;;7;0,34;20,84;146,05;0;3,05;19,75;62,39
23/09/2019 18:30;23,08;16,38;15,29;;5;0,36;20,05;146,78;0;3,26;3,99;64,29
23/09/2019 19:30;36,85;9,36;21,93;;4;0,31;19,43;140,06;0;2,8;2,36;65,41
23/09/2019 20:30;40,45;3,63;19,99;;2;0,24;19,22;84,92;0;1,78;3,98;64,61
23/09/2019 21:30;35,92;4,39;14,78;;5;0,21;19,06;27,02;0;1,26;3,84;63,4
23/09/2019 22:30;19,51;1,87;13,06;;6;0,2;18,59;95,84;0;1,97;2,96;63,01
23/09/2019 23:30;9,9;0,72;12,35;;7;0,18;18,28;118,91;0;2,5;2,68;62,14
24/09/2019 00:30;15,66;0,38;5,23;0,12;7;0,22;17,9;143,43;0;2,05;1,73;62,78
24/09/2019 01:30;;0,24;5,09;0,14;;0,24;17,49;115,07;0;2,48;2,38;63,94
24/09/2019 02:30;17,41;;5,41;0,1;7;0,21;17,12;122,44;0;2,73;3;64,45
24/09/2019 03:30;18,13;0,37;5,31;0,13;4;0,22;16,94;117,81;0;2,76;2,71;64,86
24/09/2019 04:30;9,51;0,22;5,37;0,18;4;0,23;16,81;115,2;0;2,25;1,86;65,75
24/09/2019 05:30;11,26;1,24;13,44;0,56;10;0,31;16,67;124,98;0;2,54;5,38;66,76
24/09/2019 06:30;20;4,33;31,02;1,29;13;0,43;17,03;123,35;0;3,35;94,17;65,37
24/09/2019 07:30;42,68;10,08;39,84;1,67;15;0,5;18,89;125,79;0;3,33;305,1;59,24
24/09/2019 08:30;42,04;6,48;31,58;1,98;17;0,45;20,7;116,57;0;3,46;590,83;53,77
24/09/2019 09:30;49,48;5,81;26,15;1,53;11;0,38;22,76;129,67;0;3,4;809,52;47,69
24/09/2019 10:30;44,07;5,37;31,42;1,19;13;0,35;24,69;118,67;0;2,65;935,42;43,05
24/09/2019 11:30;38,56;3,74;45,62;1,22;16;0,39;26,21;122,59;0;2,22;986,31;39,84
24/09/2019 12:30;50,8;3,05;54,81;1,07;11;0,36;27,7;136,92;0;2,38;970,07;36,56
24/09/2019 13:30;44,2;4,99;61,28;0,99;15;0,4;29,46;104,02;0;1,77;898,61;32,6
24/09/2019 14:30;48,98;6,87;54,92;0,96;10;0,38;29,8;49,98;0;1,36;706,18;31,27
24/09/2019 15:30;53,19;5,37;61,69;1,03;14;0,36;29,48;120,56;0;2,01;474,85;31,99
24/09/2019 16:30;37,13;7,33;66,29;0,97;18;0,44;28,5;110,76;0;2,18;117,83;34,12
24/09/2019 17:30;47,48;14,12;67,15;0,86;16;0,53;26,73;117,8;0;2,84;22,06;40,06
24/09/2019 18:30;66,12;14,14;34,61;0,8;17;0,53;24,98;121,22;0;2,85;1,12;44,99
24/09/2019 19:30;80,1;8,96;44,66;0,79;18;0,44;23,81;120,9;0;2,98;1,27;47,71
24/09/2019 20:30;67,4;3,84;33,29;0,67;14;0,35;22,78;122,46;0;3,31;1,6;50,29
24/09/2019 21:30;69,68;3,6;22,63;0,56;18;0,36;21,9;126,55;0;3,08;1,78;52,7
24/09/2019 22:30;;3,52;14,26;0,36;;0,38;21,4;127,51;0;2,44;1,73;54,79
24/09/2019 23:30;48,2;1,84;13,53;0,36;;0,33;20,86;118,67;0;2,96;2,02;56,92
25/09/2019 00:30;49,98;0,6;6,09;;21;0,32;20,45;119,08;0;2,86;2,05;58,23
25/09/2019 01:30;38,69;0,45;6,21;;27;0,34;19,91;116,3;0;2,6;2,03;60,44
25/09/2019 02:30;48,12;0,38;5,98;;26;0,36;19,38;117,54;0;2,67;2,11;62,67
25/09/2019 03:30;49,96;0,54;5,68;;21;0,35;18,66;112,99;0;2,73;2,16;65,47
25/09/2019 04:30;25,14;0,61;5,25;;25;0,35;18,46;112,76;0;2,16;3,92;66,4
25/09/2019 05:30;35,28;2,12;12,92;;23;0,4;18,42;108,49;0;2,58;5,4;66,95
25/09/2019 06:30;53,59;6,67;26,17;;21;0,46;18,59;115,85;0;2,4;57,29;66,89
25/09/2019 07:30;60,64;13,16;31,88;;25;0,52;18,98;112,09;0;2,67;64,02;66,16
25/09/2019 08:30;82,28;14,06;20,81;;29;0,52;19,11;117,12;0;2,23;63,29;65,84
25/09/2019 09:30;222,01;13,61;14,82;;36;0,61;20,14;117,15;0;2;173,12;62,84
25/09/2019 10:30;150,56;14,04;15,67;1;24;0,51;20,58;133,23;0;2,2;166,4;61,85
25/09/2019 11:30;93,43;10,99;23,76;0,83;42;0,42;19,97;114,4;0;2,88;182,52;67,2
25/09/2019 12:30;145,74;12,96;26,46;0,81;46;0,52;20,4;117,94;0;2,44;280,62;67,81
25/09/2019 13:30;227,05;10,48;32,52;1,03;31;0,51;20,55;113,27;0;3,12;254,58;66,12
25/09/2019 14:30;140,82;8,98;30,08;1,16;48;0,47;20,49;122,37;0;2,58;180,69;67,71
25/09/2019 15:30;106,27;8,35;28,61;0,89;25;0,45;20,4;118,33;0;2,83;111,63;68,28
25/09/2019 16:30;58,56;11,62;26,7;0,72;18;0,43;19,39;107,61;0,2;2,17;38,45;75,77
25/09/2019 17:30;46,28;16,24;28,53;0,75;24;0,49;18,96;104,79;0,2;1,84;6,93;76,26
25/09/2019 18:30;52,46;26,03;5,47;0,77;26;0,64;18,36;111,62;0,8;1,13;5,51;83,89
25/09/2019 19:30;38,81;18,31;12,76;0,61;13;0,57;18,58;123,78;0;1,68;9,21;81,98
25/09/2019 20:30;21,08;7,51;17,42;0,35;11;0,37;19,2;124,43;0;1,93;9,49;73,55
25/09/2019 21:30;23,8;3,85;15,27;0,24;10;0,29;19,59;121,97;0;1,9;5,4;68,74
25/09/2019 22:30;29,3;2,79;11,99;0,16;12;0,28;19,89;121,21;0;1,62;4,68;66,4
25/09/2019 23:30;24,73;2,07;10,28;0,15;11;0,26;19,42;109,01;0;1,75;0,72;71,2
26/09/2019 00:30;28,17;0,28;4,93;0,11;12;0,26;18,91;122,35;0,2;2,39;4,35;74,13
26/09/2019 01:30;22,31;0,22;4,93;;8;0,3;19,02;116,42;0;2,08;3,57;73,07
26/09/2019 02:30;17,57;0,83;4,21;;6;0,3;18,59;113,09;0,4;2,12;2,35;77,29
26/09/2019 03:30;13,6;0,43;4,35;;8;0,31;18,17;118,23;0;1,94;6,82;81,52
26/09/2019 04:30;;0,36;3,94;;;0,32;18,28;119,92;0;1,68;5,02;80,68
26/09/2019 05:30;;2,94;7,26;0,19;;0,41;18,18;122,23;0,2;1,06;4,93;82,52
26/09/2019 06:30;;11,66;10,56;0,27;;0,6;18,01;114,95;0,4;1,12;14,57;85,16
26/09/2019 07:30;;24,2;8,79;0,52;;0,75;18,1;115,39;0;1,26;23,79;86,18
26/09/2019 08:30;20,12;18,92;9,22;0,53;13;0,72;18,17;131,74;2,6;1,23;52,31;88,17
26/09/2019 09:30;28,91;17,41;6,33;0,38;28;0,64;18,21;124,56;2;1,45;121,08;91,45
26/09/2019 10:30;31,31;10,29;10,61;0,46;11;0,59;18,49;111,52;0,4;1,82;149,93;91,17
26/09/2019 11:30;30,84;10,55;13,95;0,4;11;0,53;18,87;122,83;1;1,46;172,5;90,3
26/09/2019 12:30;21,84;12,55;15,83;0,38;10;0,56;19,01;118,13;0,8;1,26;132,52;90,49
26/09/2019 13:30;17,22;13;14,21;0,26;9;;18,99;102,41;1;0,8;83,57;91,12
26/09/2019 14:30;22,93;13,47;13,18;0,18;6;0,6;18,92;117,66;0,8;0,97;100,98;92,09
26/09/2019 15:30;15,14;19,77;10,44;0,27;4;0,6;18,99;108,58;0;1,01;51,9;91,92
26/09/2019 16:30;17,67;20,73;6,22;0,43;9;0,69;19,03;83,41;0,2;0,75;26,05;92,85
26/09/2019 17:30;13,25;28,3;3,01;0,69;10;1,2;19,08;47,86;0,2;0,36;10,87;95,44
26/09/2019 18:30;24,42;31,96;1,34;1;14;1,66;18,99;91,2;0,4;0,7;4,85;96,58
26/09/2019 19:30;25,25;27,11;1,6;1,12;16;1,4;18,87;92,5;0,6;0,69;4,93;97
26/09/2019 20:30;33,5;19,17;1,27;0,97;11;1,2;18,77;69,37;1;0,37;5,03;98,51
26/09/2019 21:30;34,71;16,87;0,97;0,95;17;1,07;18,73;103,35;1,2;0,25;4,89;99,93
26/09/2019 22:30;19;11,13;1,09;0,66;14;0,65;18,48;108,37;1,2;0,66;4,98;
26/09/2019 23:30;17,2;8,68;1,89;0,6;9;0,56;18,35;22,53;1,2;0,63;5,22;100
27/09/2019 00:30;33,55;4,39;1,17;0,36;8;0,31;18,3;311,42;1;1,03;5,37;
27/09/2019 01:30;25,36;2,78;2,96;0,39;6;0,27;17,95;130,66;0,2;0,97;6,06;97,35
27/09/2019 02:30;13,35;0,72;5,93;0,39;2;0,14;17,09;134,45;0,2;1,01;5,95;88,02
27/09/2019 03:30;6,76;1,57;4,58;0,38;2;0,16;16,65;124,33;0,2;0,56;6,03;91,72
27/09/2019 04:30;10,39;1,23;3,77;0,39;4;0,17;16,67;136,36;0,4;0,5;4,96;96,17
27/09/2019 05:30;;9,61;4,75;0,97;;0,28;16,61;46,61;0;0,58;6,61;97,28
27/09/2019 06:30;11,04;10;28,37;1,77;9;0,3;16,94;116,44;0;1,04;36,31;91,61
27/09/2019 07:30;14,73;39,5;24,43;3,32;9;0,82;18,38;104,04;0;1,02;103,09;79,65
27/09/2019 08:30;;39,25;12,32;3,04;;0,83;19,98;42,37;0;0,97;210,98;72,87
27/09/2019 09:30;31,53;17,11;21,76;2,63;6;0,51;23,51;83,85;0;1,14;828,32;59,52
27/09/2019 10:30;23,9;6,52;30,39;2,19;;0,29;25,33;64,81;0;1,48;911,94;55,78
27/09/2019 11:30;13,2;5,28;47,31;2,33;5;0,26;26,76;98,03;0;1,5;939,55;50,89
27/09/2019 12:30;10,58;9,1;64,32;2,15;;0,31;27,53;172,09;0;1,38;848,35;48,03
27/09/2019 13:30;15,44;11,35;76;2,04;6;0,38;29,16;29,67;0;1,3;915,33;43,41
27/09/2019 14:30;24,72;13,23;73,57;1,96;8;0,39;28,72;359,58;0;1,54;673,54;43,39
27/09/2019 15:30;27,36;13,1;81,05;1,92;10;0,47;28,52;1,01;0;1,18;362,61;43,71
27/09/2019 16:30;39,01;24,98;78,84;1,93;14;0,45;28,18;276,5;0;1,05;107,06;44,7
27/09/2019 17:30;34,81;38,64;69,62;1,66;11;0,64;27,56;357,55;0;0,89;27,97;46,96
27/09/2019 18:30;49,89;52,6;16,28;1,71;17;0,78;26,24;20,43;0;1,13;0,48;52,65
27/09/2019 19:30;71,29;16,58;32,99;1,22;3;0,41;24,46;111,1;0;1,93;2,14;61,74
27/09/2019 20:30;55,76;9,69;23,15;0,87;5;0,36;23,73;119,6;0;1,86;1,78;64,75
27/09/2019 21:30;28,84;5,02;19,17;0,63;4;0,3;22,76;109,47;0;2,25;1,51;67,89
27/09/2019 22:30;14,82;3,83;11,72;0,38;;0,35;22,02;112,02;0;1,44;1,41;71,86
27/09/2019 23:30;21,6;4,41;7;0,26;6;0,28;21,33;103,86;0;1,13;1,47;76,19
28/09/2019 00:30;28,93;1,54;3,68;;6;0,24;21,05;99,88;0;1,19;1,86;76,34
28/09/2019 01:30;14,99;2,32;3,87;;;0,29;20,97;113,18;0;1,39;2,09;75,44
28/09/2019 02:30;14,09;1,03;5,37;;4;0,29;21,19;134,34;0;1,64;1,72;71,73
28/09/2019 03:30;17,11;0,81;5,34;;;0,15;20,59;130,7;0;1,57;1,49;74,08
28/09/2019 04:30;10,08;0,96;5,19;;2;0,24;20,18;152,57;0;1,94;2;74,19
28/09/2019 05:30;;2,87;12,89;;;0,22;19,79;157,95;0;2,61;6,55;74,56
28/09/2019 06:30;4,04;4,99;31,48;;4;0,28;20,18;149,02;0;2,33;89,43;72,88
28/09/2019 07:30;15,95;10,57;43,17;;;0,35;21,09;149,94;0;2,69;184,4;69,11
28/09/2019 08:30;12,93;14,01;27,76;;;0,38;22,94;163,14;0;2,45;411,25;63,17
28/09/2019 09:30;13,85;6,56;24,75;;3;0,34;24,83;136,37;0;2,86;709,98;58,43
28/09/2019 10:30;7,63;5,07;30,6;;3;0,27;26,13;124,46;0;3,12;739,67;55,14
28/09/2019 11:30;4,33;7,27;39,43;;2;0,28;25,77;134,27;0;2,72;468,16;56,14
28/09/2019 12:30;;5,81;48,59;;;0,32;26,61;126,09;0;2,8;639,99;53,67
28/09/2019 13:30;13,43;5,6;55,07;;5;0,31;27,99;119,37;0;2,46;932,95;49,51
28/09/2019 14:30;10,09;2,19;51,5;;2;0,29;28,19;129,27;0;2,6;711,15;48,12
28/09/2019 15:30;10,07;4,68;51,75;;;0,33;27,97;120,48;0;2,69;406,86;49,49
28/09/2019 16:30;6,12;4,24;54,17;;6;0,34;25,8;115,33;0;3,47;156,1;57,07
28/09/2019 17:30;;5,02;61,09;;;0,36;23,79;111,12;0;3,01;24,83;64,27
28/09/2019 18:30;17,97;11,6;27,99;;8;0,49;22,82;117,75;0;2,79;2,13;67,69
28/09/2019 19:30;18,78;6,79;39,54;;11;0,32;22,43;132,23;0;2,88;2,31;69
28/09/2019 20:30;24,16;4,08;28,49;;11;0,32;22,26;128,46;0;2,67;2,69;70,1
28/09/2019 21:30;22,19;2,95;19,96;;9;0,33;21,98;115,86;0;2,63;2,39;72,26
28/09/2019 22:30;11,96;2,25;13,93;;7;0,32;21,73;122,65;0;2,44;3,59;74,47
28/09/2019 23:30;6,6;1,96;11,52;;5;0,24;21,79;120,64;0;2,39;4,62;74,81
29/09/2019 00:30;;0,45;5,27;;;0,24;21,68;117,17;0;2,57;4,68;75,41
29/09/2019 01:30;;0,78;5,05;;;0,29;21,35;120,1;0;2,85;4,76;76,91
29/09/2019 02:30;;0,67;4,68;;;0,31;21,24;120,48;0;2,25;4,56;77,47
29/09/2019 03:30;;0,29;4,77;;;0,28;21,15;125,05;0;2,22;4,34;78,11
29/09/2019 04:30;;0,3;4,86;;;0,33;20,88;120,3;0;2,28;3,51;78,81
29/09/2019 05:30;1,93;0,84;12,88;;;0,25;20,76;117,82;0;2,13;5,72;79,14
29/09/2019 06:30;2,16;1,98;28,79;;;0,29;20,89;114,57;0;1,96;64,03;79,23
29/09/2019 07:30;2,3;3,95;38,73;;;0,4;22,4;116,95;0;2,17;226,89;73,33
29/09/2019 08:30;2,08;3,54;28,92;;;0,34;23,58;126,16;0;1,68;293,99;68,08
29/09/2019 09:30;3,18;1,88;23,39;;2;0,32;24,43;133,25;0;1,4;303,27;64,13
29/09/2019 10:30;1,59;1,41;27,63;;;0,31;26,42;123,79;0;1,93;735,91;57,19
29/09/2019 11:30;0,8;6,31;39,76;;;0,3;27,77;93,19;0;1,73;587,18;52,92
29/09/2019 12:30;;2,55;51,41;;;;28,95;54,3;0;1,4;650,11;49,48
29/09/2019 13:30;;2,39;51,74;;;0,39;28,86;120,54;0;1,86;613,16;50,08
29/09/2019 14:30;;3,3;54,18;;;0,39;30,51;13,47;0;1,54;773,96;43,29
29/09/2019 15:30;;6,27;59,55;;;0,46;30,75;345,11;0;1,61;425,92;38,54
29/09/2019 16:30;;4,07;57,38;;;0,35;28,98;104,69;0;2,89;265,88;46,83
29/09/2019 17:30;;4,6;53,21;;;0,37;25,37;122,62;0;3,16;25,35;61,25
29/09/2019 18:30;23,6;6,98;23,8;;4;0,43;23,7;114,64;0;2,81;1,47;67,39
29/09/2019 19:30;30,14;5,57;30,03;;5;0,39;22,59;115,44;0;2,61;1,7;71,47
29/09/2019 20:30;23,48;5,07;21,22;;6;0,38;22,13;116,59;0;2,2;1,77;72,68
29/09/2019 21:30;16,25;4,1;15,72;;7;0,36;21,74;118,47;0;2,16;2,12;73,35
29/09/2019 22:30;;1,76;12,66;;;0,33;21,05;107,34;0;2,49;2,15;76,91
29/09/2019 23:30;;0,87;11,55;;;0,32;21,03;121,11;0;2,23;3,51;76,9
